,utterance_id,transcript_raw,response_transcript_raw,is_grammatical,labels,transcript_file,child_name,transcript_clean,response_transcript_clean,prev_transcript_clean
281,31,tall fall down .n,tthey did all fall down .n,False,subject,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-01-25.60.annotated.cex,lara,tall fall down .n.,tthey did all fall down .n.,.
282,32,"talright , mummy ?n","tyou alright , darling ?n",False,subject,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-01-25.60.annotated.cex,lara,"talright, mummy ?n.","tyou alright, darling ?n.",.
283,33,tall gone .n,tit is not all gone .n,False,"subject, auxiliary",/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-01-25.60.annotated.cex,lara,tall gone .n.,tit is not all gone .n.,.
284,34,tlike mummy .n,tdoes mummy like eggs ?n,False,"auxiliary, object",/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-01-25.60.annotated.cex,lara,tlike mummy .n.,tdoes mummy like eggs ?n.,.
285,35,txxx got leaf on it . n,tthere is a leaf on it .n,False,determiner,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-01-25.60.annotated.cex,lara,got leaf on it . n.,tthere is a leaf on it .n.,.
286,36,thave a look at fish .n,thaving a look at the fish .n,False,determiner,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-01-25.60.annotated.cex,lara,thave a look at fish .n.,thaving a look at the fish .n.,.
287,37,tsheep here .n,tthe sheep's here .n,False,"determiner, verb",/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-01-25.60.annotated.cex,lara,tsheep here .n.,tthe sheep's here .n.,.
288,38,tlike this . n,tyou you lie like that .n,False,"subject, verb",/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-01-25.60.annotated.cex,lara,tlike this . n.,tyou you lie like that .n.,.
289,0,tbecause all paper on the floor .n,tall the paper on the floor .n,False,determiner,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-3-01-26.60.annotated.cex,lara,tbecause all paper on the floor .n.,tall the paper on the floor .n.,.
290,1,tdaddy lions xxx tail . n,tdaddy lions have manes .n,False,verb,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-3-01-26.60.annotated.cex,lara,tdaddy lions tail . n.,tdaddy lions have manes .n.,.
291,2,tand I found man .n,tand you found the man ?n,False,determiner,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-3-01-26.60.annotated.cex,lara,tand I found man .n.,tand you found the man ?n.,.
292,3,twhere's the lady ?n,twhich lady ?n,True,,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-3-01-26.60.annotated.cex,lara,twhere's the lady ?n.,twhich lady ?n.,.
293,4,tI'm squashing .n,tyou're squashing the poor squirrel ?n,False,object,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-3-01-26.60.annotated.cex,lara,tI'm squashing .n.,tyou're squashing the poor squirrel ?n.,.
294,5,tI catch him .n,tyou throw him for Lara and Lara will catch him .n,False,auxiliary,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-3-01-26.60.annotated.cex,lara,tI catch him .n.,tyou throw him for Lara and Lara will catch him .n.,.
295,6,thaven't got any any .n,tyou've got loads of knee to sit on .n,False,subject,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-3-01-26.60.annotated.cex,lara,thaven't got any any .n.,tyou've got loads of knee to sit on .n.,.
296,7,tthis is a xxx book . n,ta what book ?n,False,other,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-3-01-26.60.annotated.cex,lara,tthis is a book . n.,ta what book ?n.,.
297,0,tI want seal .n,tyou want to do the seal ?n,False,verb,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-06-16.45.annotated.cex,lara,tI want seal .n.,tyou want to do the seal ?n.,.
298,1,tangel fish . n,tthe angel fish . n,False,determiner,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-06-16.45.annotated.cex,lara,tangel fish . n.,tthe angel fish . n.,.
299,2,txxx twinkle star .n,tthe crab's hiding the twinkle star .n,False,"subject, verb, auxiliary, determiner",/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-06-16.45.annotated.cex,lara,twinkle star .n.,tthe crab's hiding the twinkle star .n.,.
300,3,tdon't know .n,tyou don't know ?n,False,subject,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-06-16.45.annotated.cex,lara,tdon't know .n.,tyou don't know ?n.,.
301,4,tcan I do sticky ?n,tyou want to do the stickies now ?n,False,determiner,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-06-16.45.annotated.cex,lara,tcan I do sticky ?n.,tyou want to do the stickies now ?n.,.
302,5,tdon't want that one .n,tyou don't want that one ?n,False,subject,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-06-16.45.annotated.cex,lara,tdon't want that one .n.,tyou don't want that one ?n.,.
303,6,tI done it .n,tyou haven't done that end .n,False,auxiliary,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-06-16.45.annotated.cex,lara,tI done it .n.,tyou haven't done that end .n.,.
304,7,tgo to shop . n,twere you okay when daddy when daddy went to the shop ?n,False,"determiner, subject",/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-06-16.45.annotated.cex,lara,tgo to shop . n.,twere you okay when daddy when daddy went to the shop ?n.,.
305,8,tbits on my hand .n,tthe bits of glue on your hand .n,False,"determiner, other",/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-06-16.45.annotated.cex,lara,tbits on my hand .n.,tthe bits of glue on your hand .n.,.
306,9,tlet me get sticky bits off .n,tlet you what ?n,False,determiner,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-06-16.45.annotated.cex,lara,tlet me get sticky bits off .n.,tlet you what ?n.,.
307,10,tlet me get sticky bits off .n,tget all the sticky bits off .n,False,determiner,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-06-16.45.annotated.cex,lara,tlet me get sticky bits off .n.,tget all the sticky bits off .n.,.
308,11,tI like xxx . n,tyou like what ?n,False,object,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-06-16.45.annotated.cex,lara,tI like . n.,tyou like what ?n.,.
309,12,tbaby bath .n,tare you gonna give baby a bath ?n,False,"verb, determiner",/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-06-16.45.annotated.cex,lara,tbaby bath .n.,tare you going to give baby a bath ?n.,.
310,13,tbaby bath .n,tonly a pretend bath today though .n,False,determiner,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-06-16.45.annotated.cex,lara,tbaby bath .n.,tonly a pretend bath today though .n.,.
311,14,tI can't find dolly .n,tI can find the dolly .n,False,determiner,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-06-16.45.annotated.cex,lara,tI can't find dolly .n.,tI can find the dolly .n.,.
312,15,tI'm gonna I'm gonna n,tI'm gonna wash that dolly . n,False,"verb, object",/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-06-16.45.annotated.cex,lara,tI'm going to I'm going to n.,tI'm going to wash that dolly . n.,.
313,16,tI'm gonna I'm gonna n,tyou're gonna what ?n,False,object,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-06-16.45.annotated.cex,lara,tI'm going to I'm going to n.,tyou're going to what ?n.,.
314,17,tI'm gonna turn turn the tap off .n,tyou want to what ?n,True,,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-06-16.45.annotated.cex,lara,tI'm going to turn turn the tap off .n.,tyou want to what ?n.,.
315,18,tturn the tap off . n,tturn the tap on ?n,False,preposition,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-06-16.45.annotated.cex,lara,tturn the tap off . n.,tturn the tap on ?n.,.
316,19,tI'm going for walk .n,tyou're going for a walk ?n,False,determiner,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-06-16.45.annotated.cex,lara,tI'm going for walk .n.,tyou're going for a walk ?n.,.
317,0,tI bet they not broken . n,tI don't think they'll be broken either .n,False,auxiliary,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-3-03-10.45.annotated.cex,lara,tI bet they not broken . n.,tI don't think they'll be broken either .n.,.
318,1,ttwo's gone down there and n,ttwos have gone two have gone down there ?n,False,auxiliary,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-3-03-10.45.annotated.cex,lara,ttwo's gone down there and n.,ttwos have gone two have gone down there ?n.,.
319,2,twish we got some straws .n,twe've got loads of straws .n,False,auxiliary,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-3-03-10.45.annotated.cex,lara,twish we got some straws .n.,twe've got loads of straws .n.,.
320,3,tI got two . n,tyou've got one over there .n,False,auxiliary,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-3-03-10.45.annotated.cex,lara,tI got two . n.,tyou've got one over there .n.,.
321,4,tum it's type of car black .n,"tit's a type of car black , , is it ?n",False,determiner,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-3-03-10.45.annotated.cex,lara,tum it's type of car black .n.,"tit's a type of car black, is it ?n.",.
322,5,tlike grandma's .n,"tit's a Rover like grandma's , , is it ?n",False,"subject, verb, determiner, object",/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-3-03-10.45.annotated.cex,lara,tlike grandma's .n.,"tit's a Rover like grandma's, is it ?n.",.
323,6,the can sit in back .n,"tthink you've gotta sit in the back , George .n",False,determiner,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-3-03-10.45.annotated.cex,lara,the can sit in back .n.,"tthink you've gotta sit in the back, George .n.",.
324,7,the can sit in back .n,tthis is the back .n,False,determiner,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-3-03-10.45.annotated.cex,lara,the can sit in back .n.,tthis is the back .n.,.
325,8,twe going .n,tare we ?n,False,auxiliary,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-3-03-10.45.annotated.cex,lara,twe going .n.,tare we ?n.,.
326,0,twhere's your eggs ? n,tmy eggs are here .n,False,verb,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-10-22.105.annotated.cex,lara,twhere's your eggs ? n.,tmy eggs are here .n.,.
327,1,tjust like those .n,tjust like what ?n,True,,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-10-22.105.annotated.cex,lara,tjust like those .n.,tjust like what ?n.,.
328,2,tjust like those .n,twe'll make one a bit like those .n,False,"subject, verb",/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-10-22.105.annotated.cex,lara,tjust like those .n.,twe'll make one a bit like those .n.,.
329,3,tyou've got pretend finger . n,twho's got a pretend finger ?n,False,determiner,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-10-22.105.annotated.cex,lara,tyou've got pretend finger . n.,twho's got a pretend finger ?n.,.
330,4,tpretend finger . n,tnot a pretend finger .n,False,determiner,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-10-22.105.annotated.cex,lara,tpretend finger . n.,tnot a pretend finger .n.,.
331,5,tI want you to go back to Edinburgh [= actually says Wedinburgh] .n,tto where ?n,True,,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-10-22.105.annotated.cex,lara,tI want you to go back to Edinburgh [= actually says Wedinburgh] .n.,tto where ?n.,.
332,6,tit can do it itself .n,twhat can do it itself ?n,True,,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-10-22.105.annotated.cex,lara,tit can do it itself .n.,twhat can do it itself ?n.,.
333,7,twe gonna go to the shops .n,tyou're gonna go to the shop ?n,False,auxiliary,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-10-22.105.annotated.cex,lara,twe going to go to the shops .n.,tyou're going to go to the shop ?n.,.
334,8,tI think cat eats they own self .n,ttheir own self ?n,False,other,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-10-22.105.annotated.cex,lara,tI think cat eats they own self .n.,ttheir own self ?n.,.
335,9,tthere are .n,tI don't know if there are any big ones .n,False,object,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-10-22.105.annotated.cex,lara,tthere are .n.,tI don't know if there are any big ones .n.,.
336,10,tit's getting cold .n,twhat's getting cold ?n,True,,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-10-22.105.annotated.cex,lara,tit's getting cold .n.,twhat's getting cold ?n.,.
337,11,tbut where's the little girl ?n,twhere's what ?n,True,,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-10-22.105.annotated.cex,lara,tbut where's the little girl ?n.,twhere's what ?n.,.
338,12,tgot her .n,thave you found her ?n,False,subject,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-10-22.105.annotated.cex,lara,tgot her .n.,thave you found her ?n.,.
339,13,tI do want some crisps on my sandwich [=! sings] .n,tyou want some crisps ?n,False,auxiliary,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-10-22.105.annotated.cex,lara,"tI do want some crisps on my sandwich, .n.",tyou want some crisps ?n.,.
340,14,tplease can you leave it where it is now ? n,tleave what where what is ?n,True,,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-10-22.105.annotated.cex,lara,tplease can you leave it where it is now ? n.,tleave what where what is ?n.,.
341,15,tare you sitting next to me ?n,tI'm sitting opposite you .n,False,preposition,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-10-22.105.annotated.cex,lara,tare you sitting next to me ?n.,tI'm sitting opposite you .n.,.
342,16,tI sit and watch you .n,tyou're gonna sit and watch me ?n,False,auxiliary,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-10-22.105.annotated.cex,lara,tI sit and watch you .n.,tyou're going to sit and watch me ?n.,.
343,17,twant this .n,tyou want some coleslaw ?n,False,subject,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-10-22.105.annotated.cex,lara,twant this .n.,tyou want some coleslaw ?n.,.
344,0,tcan't have any .n,tI can't have any ?n,False,subject,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-11-10.90.annotated.cex,lara,tcan't have any .n.,tI can't have any ?n.,.
345,1,tcan you do it please ?n,twhat do you want me to do ?n,True,,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-11-10.90.annotated.cex,lara,tcan you do it please ?n.,twhat do you want me to do ?n.,.
346,2,txxx mend that box ? n,"twe'll have to mend it again , , won't we ?n",False,"subject, auxiliary",/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-11-10.90.annotated.cex,lara,mend that box ? n.,"twe'll have to mend it again, won't we ?n.",.
347,3,tshall we play ?n,tshall we play what ?n,True,,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-11-10.90.annotated.cex,lara,tshall we play ?n.,tshall we play what ?n.,.
348,4,tand then do thems ?n,twe'll have to we can't really do them on this .n,False,"plural, subject",/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-11-10.90.annotated.cex,lara,tand then do thems ?n.,twe'll have to we can't really do them on this .n.,.
349,5,tand then do thems ?n,twe'll have to do them on the floor .n,False,"plural, subject",/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-11-10.90.annotated.cex,lara,tand then do thems ?n.,twe'll have to do them on the floor .n.,.
350,6,txxx Oscar Orange . n,tI wonder where the Oscar Orange is ?n,False,"verb, determiner",/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-11-10.90.annotated.cex,lara,Oscar Orange . n.,tI wonder where the Oscar Orange is ?n.,.
351,7,ttoppled over .n,tshe did toppled over .n,False,subject,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-11-10.90.annotated.cex,lara,ttoppled over .n.,tshe did toppled over .n.,.
352,8,tdon't know .n,tyou do know .n,False,subject,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-11-10.90.annotated.cex,lara,tdon't know .n.,tyou do know .n.,.
353,9,tcan't reach it .n,tyou can't reach what ?n,False,subject,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-11-10.90.annotated.cex,lara,tcan't reach it .n.,tyou can't reach what ?n.,.
354,10,twe sharing the aeroplane .n,"tyou're sharing the aeroplane , , are you ?n",False,auxiliary,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-11-10.90.annotated.cex,lara,twe sharing the aeroplane .n.,"tyou're sharing the aeroplane, are you ?n.",.
355,11,tdid he cross ?n,twho's cross ?n,True,,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-11-10.90.annotated.cex,lara,tdid he cross ?n.,twho's cross ?n.,.
356,12,tIa clown .n,"tyou're a clown , , are you ?n",False,"determiner, verb",/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-11-10.90.annotated.cex,lara,tIa clown .n.,"tyou're a clown, are you ?n.",.
357,13,txxx a clown ? n,tI'll be a clown .n,False,"subject, verb",/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-11-10.90.annotated.cex,lara,a clown ? n.,tI'll be a clown .n.,.
358,14,tnot going to be hungry at Sarah and Chris's house .n,tnot going to what ?n,False,"subject, auxiliary",/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-11-10.90.annotated.cex,lara,tnot going to be hungry at Sarah and Chris's house .n.,tnot going to what ?n.,.
359,15,txxx in the washing up ? n,tput what in the washing up ?n,False,"verb, object",/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-11-10.90.annotated.cex,lara,in the washing up ? n.,tput what in the washing up ?n.,.
360,16,tI got another one .n,"tyou've got lots now , , haven't you ?n",False,auxiliary,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-11-10.90.annotated.cex,lara,tI got another one .n.,"tyou've got lots now, haven't you ?n.",.
361,17,t&er clown .n,ta clown .n,False,determiner,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-11-10.90.annotated.cex,lara,t&er clown .n.,ta clown .n.,.
362,18,tand then you gonna hoover ?n,tI'm gonna hoover first .n,False,auxiliary,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-11-10.90.annotated.cex,lara,tand then you going to hoover ?n.,tI'm going to hoover first .n.,.
363,0,tI gun cut your hair .n,tyou're gonna cut my hair ?n,False,auxiliary,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Trevor/tre04.annotated.cex,trevor,tI gun cut your hair .n.,tyou're going to cut my hair ?n.,.
364,1,ttsee it ?n,tI see it .n,False,subject,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Trevor/tre04.annotated.cex,trevor,ttsee it ?n.,tI see it .n.,.
365,2,tI just going put dis soap hay .n,tyou're gonna put it away ?n,False,auxiliary,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Trevor/tre04.annotated.cex,trevor,tI just going put this soap hay .n.,tyou're going to put it away ?n.,.
366,3,tI just making dis .n,twhat're you making ?n,False,auxiliary,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Trevor/tre04.annotated.cex,trevor,tI just making this .n.,twhat're you making ?n.,.
367,4,t&um it's dis my cutter .n,tthat's your cutter ?n,False,verb,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Trevor/tre04.annotated.cex,trevor,t&um it's this my cutter .n.,tthat's your cutter ?n.,.
368,5,tdat for do .n,tthat's for what ?n,True,,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Trevor/tre04.annotated.cex,trevor,tdat for do .n.,tthat's for what ?n.,.
369,6,tdat for do .n,tthat's for what ?n,True,,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Trevor/tre04.annotated.cex,trevor,tdat for do .n.,tthat's for what ?n.,.
370,7,tsee it ?n,tI see it .n,False,subject,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Trevor/tre04.annotated.cex,trevor,tsee it ?n.,tI see it .n.,.
371,8,tdas not hangaber .n,tthat's not a hamburger ?n,False,determiner,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Trevor/tre04.annotated.cex,trevor,tdas not hangaber .n.,tthat's not a hamburger ?n.,.
372,9,tI gonna pull your hair .n,"tyou're gonna screw my hair , huh ?n",False,auxiliary,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Trevor/tre04.annotated.cex,trevor,tI going to pull your hair .n.,"tyou're going to screw my hair, huh ?n.",.
373,10,tdas was a seep .n,tthat was a sheep ?n,False,auxiliary,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Trevor/tre04.annotated.cex,trevor,tdas was a seep .n.,tthat was a sheep ?n.,.
374,11,tdis was &uh good wide .n,tthat was a good ride .n,False,determiner,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Trevor/tre04.annotated.cex,trevor,tdis was good wide .n.,tthat was a good ride .n.,.
375,12,tjust putting dis on here .n,tyou putting that paper that &uh clipper onna helicopter ?n,False,subject,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Trevor/tre04.annotated.cex,trevor,tjust putting this on here .n.,tyou putting that paper that clipper onna helicopter ?n.,.
376,13,tdas was duh beep beep .n,tthat's the beep beep ?n,False,"verb, determiner",/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Trevor/tre04.annotated.cex,trevor,tdas was duh beep beep .n.,tthat's the beep beep ?n.,.
377,14,txxx wemme wead dis .n,tread what ?n,True,,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Trevor/tre04.annotated.cex,trevor,wemme wead this .n.,tread what ?n.,.
378,15,tlet's put it on duh cars .n,"tokay , put it on the cars .n",False,determiner,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Trevor/tre04.annotated.cex,trevor,tlet's put it on duh cars .n.,"tokay, put it on the cars .n.",.
379,0,"toh , he fall down .n",the fell out of his chair .n,False,tense_aspect,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Trevor/tre07.annotated.cex,trevor,"toh, he fall down .n.",the fell out of his chair .n.,.
380,1,"t&um , &h he's gonna pwactice wiss sta steer .n",the's gonna practice with these guys ?n,False,other,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Trevor/tre07.annotated.cex,trevor,"t&um, he's going to pwactice wiss sta steer .n.",the's going to practice with these guys ?n.,.
381,2,tjust talker .n,tjust what ?n,False,other,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Trevor/tre07.annotated.cex,trevor,tjust talker .n.,tjust what ?n.,.
382,3,toh &g gotta go pee .n,tyou gotta go pee ?n,False,subject,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Trevor/tre07.annotated.cex,trevor,toh gotta go pee .n.,tyou gotta go pee ?n.,.
383,4,t&um chicken and noodles .n,"tcan we have some chicken and noodles , and mashed potatoes ?n",False,"auxiliary, subject, verb",/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Trevor/tre07.annotated.cex,trevor,t&um chicken and noodles .n.,"tcan we have some chicken and noodles, and mashed potatoes ?n.",.
384,5,tforgot our pwate !n,"tyou still forgot my cup , too .n",False,subject,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Trevor/tre07.annotated.cex,trevor,tforgot our pwate !n.,"tyou still forgot my cup, too .n.",.
385,6,tdis a dis at de garden .n,tjust in the garden ?n,False,preposition,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Trevor/tre07.annotated.cex,trevor,tdis a this at the garden .n.,tjust in the garden ?n.,.
386,7,tpwetty soon de Volvo's is gonna go off .n,tthe Volvo is ?n,False,possessive,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Trevor/tre07.annotated.cex,trevor,tpwetty soon the Volvo's is going to go off .n.,tthe Volvo is ?n.,.
387,0,t&d &d de're all dinners pwate .n,"toh , dinner plate .n",False,plural,/home/mitja/PhD/childes-grammaticality/data/hiller_fernandez_2016/data/annotated_data/Trevor/tre09.annotated.cex,trevor,t&d de're all dinners pwate .n.,"toh, dinner plate .n.",.
